nutrition,value,measure,food_product
"Carotene, alpha",0.0,UG,swordfish
Vitamin E (alpha-tocopherol),2.74,MG,swordfish
Vitamin D (D2 + D3),14.6,UG,swordfish
"Cryptoxanthin, beta",0.0,UG,swordfish
Lycopene,0.0,UG,swordfish
Lutein + zeaxanthin,7.0,UG,swordfish
"Vitamin C, total ascorbic acid",0.0,MG,swordfish
Thiamin,0.163,MG,swordfish
Riboflavin,0.102,MG,swordfish
Niacin,8.81,MG,swordfish
Vitamin B-6,0.55,MG,swordfish
"Folate, total",18.0,UG,swordfish
Vitamin B-12,1.62,UG,swordfish
"Choline, total",73.0,MG,swordfish
Vitamin K (phylloquinone),4.2,UG,swordfish
Folic acid,13.0,UG,swordfish
"Folate, food",5.0,UG,swordfish
"Folate, DFE",27.0,UG,swordfish
"Vitamin E, added",0.0,MG,swordfish
"Vitamin B-12, added",0.0,UG,swordfish
Cholesterol,77.0,MG,swordfish
"Fatty acids, total saturated",2.95,G,swordfish
SFA 4:0,0.032,G,swordfish
SFA 6:0,0.022,G,swordfish
SFA 8:0,0.013,G,swordfish
SFA 10:0,0.03,G,swordfish
SFA 12:0,0.043,G,swordfish
SFA 14:0,0.271,G,swordfish
SFA 16:0,1.77,G,swordfish
SFA 18:0,0.62,G,swordfish
MUFA 18:1,3.91,G,swordfish
PUFA 18:2,1.35,G,swordfish
PUFA 18:3,0.187,G,swordfish
PUFA 20:4,0.075,G,swordfish
PUFA 22:6 n-3 (DHA),0.679,G,swordfish
MUFA 16:1,0.277,G,swordfish
PUFA 18:4,0.006,G,swordfish
MUFA 20:1,0.419,G,swordfish
PUFA 20:5 n-3 (EPA),0.114,G,swordfish
MUFA 22:1,0.134,G,swordfish
PUFA 22:5 n-3 (DPA),0.148,G,swordfish
"Fatty acids, total monounsaturated",4.76,G,swordfish
"Fatty acids, total polyunsaturated",2.64,G,swordfish
Total lipid (fat),9.17,G,taco
"Carbohydrate, by difference",15.1,G,taco
Energy,710,kJ,taco
Sucrose,0.15,G,taco
Glucose,0.26,G,taco
Maltose,0.15,G,taco
Water,67.3,G,taco
"Calcium, Ca",95.0,MG,taco
"Potassium, K",229,MG,taco
"Zinc, Zn",1.17,MG,taco
"Selenium, Se",7.2,UG,taco
Vitamin E (alpha-tocopherol),0.54,MG,taco
"Tocopherol, beta",0.02,MG,taco
"Tocopherol, gamma",1.23,MG,taco
"Tocotrienol, alpha",0.01,MG,taco
"Tocotrienol, beta",0.0,MG,taco
Niacin,1.5,MG,taco
Pantothenic acid,0.205,MG,taco
Vitamin B-6,0.103,MG,taco
Folic acid,16.0,UG,taco
"Folate, DFE",54.0,UG,taco
Isoleucine,0.268,G,taco
Leucine,0.519,G,taco
Lysine,0.441,G,taco
Cystine,0.078,G,taco
Valine,0.311,G,taco
Arginine,0.346,G,taco
Histidine,0.18,G,taco
Aspartic acid,0.651,G,taco
Serine,0.336,G,taco
SFA 10:0,0.055,G,taco
SFA 16:0,1.55,G,taco
SFA 18:0,0.927,G,taco
SFA 20:0,0.017,G,taco
MUFA 18:1,3.81,G,taco
PUFA 18:2,0.655,G,taco
PUFA 18:3,0.098,G,taco
PUFA 20:4,0.0,G,taco
PUFA 18:4,0.0,G,taco
MUFA 20:1,0.015,G,taco
MUFA 22:1,0.0,G,taco
"Fatty acids, total monounsaturated",3.97,G,taco
"Fatty acids, total polyunsaturated",0.752,G,taco
SFA 15:0,0.03,G,taco
"PUFA 20:2 n-6 c,c",0.0,G,taco
PUFA 20:3,0.0,G,taco
Protein,6.69,G,taco
Ash,1.71,G,taco
Starch,9.73,G,taco
Fructose,0.63,G,taco
Lactose,0.15,G,taco
"Fiber, total dietary",3.0,G,taco
"Iron, Fe",1.77,MG,taco
"Magnesium, Mg",27.0,MG,taco
"Phosphorus, P",103,MG,taco
"Sodium, Na",363,MG,taco
"Copper, Cu",0.151,MG,taco
"Manganese, Mn",0.256,MG,taco
"Vitamin A, IU",62.0,IU,taco
"Vitamin A, RAE",3.0,UG,taco
"Carotene, beta",37.0,UG,taco
"Carotene, alpha",0.0,UG,taco
"Cryptoxanthin, beta",0.0,UG,taco
"Tocopherol, delta",0.58,MG,taco
"Tocotrienol, gamma",0.05,MG,taco
"Tocotrienol, delta",0.0,MG,taco
Thiamin,0.15,MG,taco
Riboflavin,0.106,MG,taco
"Folate, total",43.0,UG,taco
Vitamin B-12,0.4,UG,taco
Vitamin K (Dihydrophylloquinone),10.0,UG,taco
Vitamin K (phylloquinone),10.7,UG,taco
"Folate, food",27.0,UG,taco
Tryptophan,0.086,G,taco
Threonine,0.266,G,taco
Methionine,0.12,G,taco
Phenylalanine,0.34,G,taco
Tyrosine,0.218,G,taco
Alanine,0.321,G,taco
Glutamic acid,1.34,G,taco
Glycine,0.306,G,taco
Proline,0.473,G,taco
Cholesterol,19.0,MG,taco
"Fatty acids, total saturated",2.98,G,taco
SFA 8:0,0.025,G,taco
SFA 12:0,0.06,G,taco
SFA 14:0,0.262,G,taco
PUFA 22:6 n-3 (DHA),0.0,G,taco
SFA 22:0,0.01,G,taco
MUFA 14:1,0.03,G,taco
MUFA 16:1,0.115,G,taco
PUFA 20:5 n-3 (EPA),0.0,G,taco
PUFA 22:5 n-3 (DPA),0.0,G,taco
SFA 17:0,0.045,G,taco
SFA 24:0,0.0,G,taco
MUFA 17:1,0.0,G,taco
MUFA 15:1,0.0,G,taco
Protein,2.8,G,tamarind
Total lipid (fat),0.6,G,tamarind
"Carbohydrate, by difference",62.5,G,tamarind
Energy,239,KCAL,tamarind
"Alcohol, ethyl",0.0,G,tamarind
Water,31.4,G,tamarind
Caffeine,0.0,MG,tamarind
Theobromine,0.0,MG,tamarind
"Sugars, total including NLEA",38.8,G,tamarind
"Fiber, total dietary",5.1,G,tamarind
"Calcium, Ca",74.0,MG,tamarind
"Iron, Fe",2.8,MG,tamarind
"Magnesium, Mg",92.0,MG,tamarind
"Phosphorus, P",113,MG,tamarind
"Potassium, K",628,MG,tamarind
"Sodium, Na",28.0,MG,tamarind
"Zinc, Zn",0.1,MG,tamarind
"Copper, Cu",0.086,MG,tamarind
"Selenium, Se",1.3,UG,tamarind
Retinol,0.0,UG,tamarind
"Vitamin A, RAE",2.0,UG,tamarind
"Carotene, beta",18.0,UG,tamarind
"Carotene, alpha",0.0,UG,tamarind
Vitamin E (alpha-tocopherol),0.1,MG,tamarind
Vitamin D (D2 + D3),0.0,UG,tamarind
"Cryptoxanthin, beta",0.0,UG,tamarind
Lycopene,0.0,UG,tamarind
Lutein + zeaxanthin,0.0,UG,tamarind
"Vitamin C, total ascorbic acid",3.5,MG,tamarind
Thiamin,0.428,MG,tamarind
Riboflavin,0.152,MG,tamarind
Niacin,1.94,MG,tamarind
Vitamin B-6,0.066,MG,tamarind
"Folate, total",14.0,UG,tamarind
Vitamin B-12,0.0,UG,tamarind
"Choline, total",8.6,MG,tamarind
Vitamin K (phylloquinone),2.8,UG,tamarind
Folic acid,0.0,UG,tamarind
"Folate, food",14.0,UG,tamarind
"Folate, DFE",14.0,UG,tamarind
"Vitamin E, added",0.0,MG,tamarind
"Vitamin B-12, added",0.0,UG,tamarind
Cholesterol,0.0,MG,tamarind
"Fatty acids, total saturated",0.272,G,tamarind
SFA 4:0,0.0,G,tamarind
SFA 6:0,0.0,G,tamarind
SFA 8:0,0.0,G,tamarind
SFA 10:0,0.0,G,tamarind
SFA 12:0,0.0,G,tamarind
SFA 14:0,0.007,G,tamarind
SFA 16:0,0.168,G,tamarind
SFA 18:0,0.06,G,tamarind
MUFA 18:1,0.181,G,tamarind
PUFA 18:2,0.059,G,tamarind
PUFA 18:3,0.0,G,tamarind
PUFA 20:4,0.0,G,tamarind
PUFA 22:6 n-3 (DHA),0.0,G,tamarind
MUFA 16:1,0.0,G,tamarind
PUFA 18:4,0.0,G,tamarind
MUFA 20:1,0.0,G,tamarind
PUFA 20:5 n-3 (EPA),0.0,G,tamarind
MUFA 22:1,0.0,G,tamarind
PUFA 22:5 n-3 (DPA),0.0,G,tamarind
"Fatty acids, total monounsaturated",0.181,G,tamarind
"Fatty acids, total polyunsaturated",0.059,G,tamarind
Protein,0.81,G,tangerine
Total lipid (fat),0.31,G,tangerine
"Carbohydrate, by difference",13.3,G,tangerine
Energy,53.0,KCAL,tangerine
"Alcohol, ethyl",0.0,G,tangerine
Water,85.2,G,tangerine
Caffeine,0.0,MG,tangerine
Theobromine,0.0,MG,tangerine
"Sugars, total including NLEA",10.6,G,tangerine
"Fiber, total dietary",1.8,G,tangerine
"Calcium, Ca",37.0,MG,tangerine
"Iron, Fe",0.15,MG,tangerine
"Magnesium, Mg",12.0,MG,tangerine
"Phosphorus, P",20.0,MG,tangerine
"Potassium, K",166,MG,tangerine
"Sodium, Na",2.0,MG,tangerine
"Zinc, Zn",0.07,MG,tangerine
"Copper, Cu",0.042,MG,tangerine
"Selenium, Se",0.1,UG,tangerine
Retinol,0.0,UG,tangerine
"Vitamin A, RAE",34.0,UG,tangerine
"Carotene, beta",155,UG,tangerine
"Carotene, alpha",101,UG,tangerine
Vitamin E (alpha-tocopherol),0.2,MG,tangerine
Vitamin D (D2 + D3),0.0,UG,tangerine
"Cryptoxanthin, beta",407,UG,tangerine
Lycopene,0.0,UG,tangerine
Lutein + zeaxanthin,138,UG,tangerine
"Vitamin C, total ascorbic acid",26.7,MG,tangerine
Thiamin,0.058,MG,tangerine
Riboflavin,0.036,MG,tangerine
Niacin,0.376,MG,tangerine
Vitamin B-6,0.078,MG,tangerine
"Folate, total",16.0,UG,tangerine
Vitamin B-12,0.0,UG,tangerine
"Choline, total",10.2,MG,tangerine
Vitamin K (phylloquinone),0.0,UG,tangerine
Folic acid,0.0,UG,tangerine
"Folate, food",16.0,UG,tangerine
"Folate, DFE",16.0,UG,tangerine
"Vitamin E, added",0.0,MG,tangerine
"Vitamin B-12, added",0.0,UG,tangerine
Cholesterol,0.0,MG,tangerine
"Fatty acids, total saturated",0.039,G,tangerine
SFA 4:0,0.0,G,tangerine
SFA 6:0,0.0,G,tangerine
SFA 8:0,0.0,G,tangerine
SFA 10:0,0.0,G,tangerine
SFA 12:0,0.0,G,tangerine
SFA 14:0,0.002,G,tangerine
SFA 16:0,0.035,G,tangerine
SFA 18:0,0.002,G,tangerine
MUFA 18:1,0.053,G,tangerine
PUFA 18:2,0.048,G,tangerine
PUFA 18:3,0.018,G,tangerine
PUFA 20:4,0.0,G,tangerine
PUFA 22:6 n-3 (DHA),0.0,G,tangerine
MUFA 16:1,0.007,G,tangerine
PUFA 18:4,0.0,G,tangerine
MUFA 20:1,0.0,G,tangerine
PUFA 20:5 n-3 (EPA),0.0,G,tangerine
MUFA 22:1,0.0,G,tangerine
PUFA 22:5 n-3 (DPA),0.0,G,tangerine
"Fatty acids, total monounsaturated",0.06,G,tangerine
"Fatty acids, total polyunsaturated",0.065,G,tangerine
SFA 8:0,0.0,G,tapioca
SFA 12:0,0.0,G,tapioca
SFA 14:0,0.0,G,tapioca
PUFA 22:6 n-3 (DHA),0.0,G,tapioca
MUFA 16:1,0.0,G,tapioca
PUFA 20:5 n-3 (EPA),0.0,G,tapioca
PUFA 22:5 n-3 (DPA),0.0,G,tapioca
SFA 4:0,0.0,G,tapioca
SFA 6:0,0.0,G,tapioca
SFA 10:0,0.0,G,tapioca
SFA 16:0,0.005,G,tapioca
SFA 18:0,0.0,G,tapioca
MUFA 18:1,0.005,G,tapioca
PUFA 18:2,0.002,G,tapioca
PUFA 18:3,0.001,G,tapioca
PUFA 20:4,0.0,G,tapioca
PUFA 18:4,0.0,G,tapioca
MUFA 20:1,0.0,G,tapioca
MUFA 22:1,0.0,G,tapioca
Folic acid,0.0,UG,tapioca
"Fatty acids, total monounsaturated",0.005,G,tapioca
"Fatty acids, total polyunsaturated",0.003,G,tapioca
"Folate, food",4.0,UG,tapioca
Energy,358,KCAL,tapioca
"Vitamin A, RAE",0.0,UG,tapioca
"Folate, DFE",4.0,UG,tapioca
"Choline, total",1.2,MG,tapioca
"Vitamin D (D2 + D3), International Units",0.0,IU,tapioca
"Fatty acids, total saturated",0.005,G,tapioca
"Alcohol, ethyl",0.0,G,tapioca
Retinol,0.0,UG,tapioca
"Vitamin E, added",0.0,MG,tapioca
"Vitamin B-12, added",0.0,UG,tapioca
Protein,0.19,G,tapioca
Ash,0.11,G,tapioca
"Fiber, total dietary",0.9,G,tapioca
"Iron, Fe",1.58,MG,tapioca
"Magnesium, Mg",1.0,MG,tapioca
"Phosphorus, P",7.0,MG,tapioca
"Sodium, Na",1.0,MG,tapioca
"Copper, Cu",0.02,MG,tapioca
"Manganese, Mn",0.11,MG,tapioca
"Vitamin A, IU",0.0,IU,tapioca
Tryptophan,0.003,G,tapioca
Threonine,0.004,G,tapioca
Methionine,0.002,G,tapioca
Phenylalanine,0.004,G,tapioca
Tyrosine,0.002,G,tapioca
Alanine,0.005,G,tapioca
Glutamic acid,0.029,G,tapioca
Glycine,0.004,G,tapioca
Proline,0.005,G,tapioca
Cholesterol,0.0,MG,tapioca
"Vitamin C, total ascorbic acid",0.0,MG,tapioca
Thiamin,0.004,MG,tapioca
Riboflavin,0.0,MG,tapioca
"Folate, total",4.0,UG,tapioca
Vitamin B-12,0.0,UG,tapioca
Niacin,0.0,MG,tapioca
Pantothenic acid,0.135,MG,tapioca
Vitamin B-6,0.008,MG,tapioca
"Calcium, Ca",20.0,MG,tapioca
"Potassium, K",11.0,MG,tapioca
"Zinc, Zn",0.12,MG,tapioca
Isoleucine,0.004,G,tapioca
Leucine,0.006,G,tapioca
Lysine,0.006,G,tapioca
Cystine,0.004,G,tapioca
Valine,0.005,G,tapioca
Arginine,0.019,G,tapioca
Histidine,0.003,G,tapioca
Aspartic acid,0.011,G,tapioca
Serine,0.005,G,tapioca
Total lipid (fat),0.02,G,tapioca
"Carbohydrate, by difference",88.7,G,tapioca
Water,11.0,G,tapioca
"Cryptoxanthin, beta",0.0,UG,tapioca
Lycopene,0.0,UG,tapioca
"Carotene, beta",0.0,UG,tapioca
"Carotene, alpha",0.0,UG,tapioca
Vitamin K (phylloquinone),0.0,UG,tapioca
Caffeine,0.0,MG,tapioca
Theobromine,0.0,MG,tapioca
"Sugars, Total",3.35,G,tapioca
Lutein + zeaxanthin,0.0,UG,tapioca
Vitamin E (alpha-tocopherol),0.0,MG,tapioca
Vitamin D (D2 + D3),0.0,UG,tapioca
"Selenium, Se",0.8,UG,tapioca
Energy,295,KCAL,tarragon
Thiamin,0.251,MG,tarragon
Riboflavin,1.34,MG,tarragon
Vitamin B-12,0.0,UG,tarragon
Cholesterol,0.0,MG,tarragon
Phytosterols,81.0,MG,tarragon
Protein,22.8,G,tarragon
Ash,12.0,G,tarragon
"Fiber, total dietary",7.4,G,tarragon
"Iron, Fe",32.3,MG,tarragon
"Magnesium, Mg",347,MG,tarragon
"Phosphorus, P",313,MG,tarragon
"Sodium, Na",62.0,MG,tarragon
"Copper, Cu",0.677,MG,tarragon
"Manganese, Mn",7.97,MG,tarragon
"Vitamin A, IU",4200.0,IU,tarragon
"Carbohydrate, by difference",50.2,G,tarragon
Water,7.74,G,tarragon
"Calcium, Ca",1140.0,MG,tarragon
"Potassium, K",3020.0,MG,tarragon
"Zinc, Zn",3.9,MG,tarragon
Niacin,8.95,MG,tarragon
Folic acid,0.0,UG,tarragon
"Fatty acids, total saturated",1.88,G,tarragon
SFA 8:0,0.0,G,tarragon
SFA 12:0,0.014,G,tarragon
SFA 14:0,0.12,G,tarragon
PUFA 22:6 n-3 (DHA),0.0,G,tarragon
MUFA 16:1,0.113,G,tarragon
PUFA 20:5 n-3 (EPA),0.0,G,tarragon
PUFA 22:5 n-3 (DPA),0.0,G,tarragon
SFA 4:0,0.0,G,tarragon
SFA 6:0,0.0,G,tarragon
SFA 10:0,0.028,G,tarragon
SFA 16:0,1.2,G,tarragon
SFA 18:0,0.41,G,tarragon
MUFA 18:1,0.361,G,tarragon
PUFA 18:2,0.742,G,tarragon
PUFA 18:3,2.96,G,tarragon
PUFA 20:4,0.0,G,tarragon
PUFA 18:4,0.0,G,tarragon
MUFA 20:1,0.0,G,tarragon
Total lipid (fat),7.24,G,tarragon
MUFA 22:1,0.0,G,tarragon
"Fatty acids, total monounsaturated",0.474,G,tarragon
"Fatty acids, total polyunsaturated",3.7,G,tarragon
"Selenium, Se",4.4,UG,tarragon
"Vitamin D (D2 + D3), International Units",0.0,IU,tarragon
"Folate, food",274,UG,tarragon
"Vitamin A, RAE",210,UG,tarragon
Vitamin B-6,2.41,MG,tarragon
Caffeine,0.0,MG,tarragon
Theobromine,0.0,MG,tarragon
"Folate, DFE",274,UG,tarragon
"Folate, total",274,UG,tarragon
"Vitamin C, total ascorbic acid",50.0,MG,tarragon
"Alcohol, ethyl",0.0,G,tarragon
Retinol,0.0,UG,tarragon
"Fatty acids, total trans",0.0,G,tarragon
Vitamin D (D2 + D3),0.0,UG,tarragon
Protein,4.01,G,tart
Total lipid (fat),9.02,G,tart
"Carbohydrate, by difference",71.8,G,tart
Energy,385,KCAL,tart
"Alcohol, ethyl",0.0,G,tart
Water,14.0,G,tart
Caffeine,0.0,MG,tart
Theobromine,0.0,MG,tart
"Sugars, total including NLEA",31.0,G,tart
"Fiber, total dietary",1.8,G,tart
"Calcium, Ca",12.0,MG,tart
"Iron, Fe",4.35,MG,tart
"Magnesium, Mg",11.0,MG,tart
"Phosphorus, P",71.0,MG,tart
"Potassium, K",86.0,MG,tart
"Sodium, Na",311,MG,tart
"Zinc, Zn",0.36,MG,tart
"Copper, Cu",0.062,MG,tart
"Selenium, Se",3.4,UG,tart
Retinol,202,UG,tart
"Vitamin A, RAE",202,UG,tart
"Carotene, beta",0.0,UG,tart
"Carotene, alpha",0.0,UG,tart
Vitamin E (alpha-tocopherol),0.74,MG,tart
Vitamin D (D2 + D3),0.0,UG,tart
"Cryptoxanthin, beta",0.0,UG,tart
Lycopene,0.0,UG,tart
Lutein + zeaxanthin,52.0,UG,tart
"Vitamin C, total ascorbic acid",0.0,MG,tart
Thiamin,0.519,MG,tart
Riboflavin,0.495,MG,tart
Niacin,6.17,MG,tart
Vitamin B-6,0.495,MG,tart
"Folate, total",90.0,UG,tart
Vitamin B-12,0.01,UG,tart
"Choline, total",8.4,MG,tart
Vitamin K (phylloquinone),19.4,UG,tart
Folic acid,36.0,UG,tart
"Folate, food",54.0,UG,tart
"Folate, DFE",115,UG,tart
"Vitamin E, added",0.0,MG,tart
"Vitamin B-12, added",0.0,UG,tart
Cholesterol,0.0,MG,tart
"Fatty acids, total saturated",3.09,G,tart
SFA 4:0,0.0,G,tart
SFA 6:0,0.0,G,tart
SFA 8:0,0.0,G,tart
SFA 10:0,0.009,G,tart
SFA 12:0,0.01,G,tart
SFA 14:0,0.049,G,tart
SFA 16:0,2.56,G,tart
SFA 18:0,0.385,G,tart
MUFA 18:1,2.15,G,tart
PUFA 18:2,2.98,G,tart
PUFA 18:3,0.372,G,tart
PUFA 20:4,0.004,G,tart
PUFA 22:6 n-3 (DHA),0.0,G,tart
MUFA 16:1,0.009,G,tart
PUFA 18:4,0.0,G,tart
MUFA 20:1,0.022,G,tart
PUFA 20:5 n-3 (EPA),0.0,G,tart
MUFA 22:1,0.0,G,tart
PUFA 22:5 n-3 (DPA),0.0,G,tart
"Fatty acids, total monounsaturated",2.19,G,tart
"Fatty acids, total polyunsaturated",3.36,G,tart
Protein,0.39,G,tea
Total lipid (fat),1.39,G,tea
"Carbohydrate, by difference",10.4,G,tea
Energy,55.0,KCAL,tea
"Alcohol, ethyl",0.0,G,tea
Water,86.2,G,tea
Caffeine,8.0,MG,tea
Theobromine,0.0,MG,tea
"Sugars, total including NLEA",3.5,G,tea
"Fiber, total dietary",0.1,G,tea
"Calcium, Ca",15.0,MG,tea
"Iron, Fe",0.13,MG,tea
"Magnesium, Mg",1.0,MG,tea
"Phosphorus, P",12.0,MG,tea
"Potassium, K",17.0,MG,tea
"Sodium, Na",9.0,MG,tea
"Zinc, Zn",0.06,MG,tea
"Copper, Cu",0.003,MG,tea
"Selenium, Se",0.5,UG,tea
Retinol,11.0,UG,tea
"Vitamin A, RAE",12.0,UG,tea
"Carotene, beta",3.0,UG,tea
"Carotene, alpha",0.0,UG,tea
Vitamin E (alpha-tocopherol),0.03,MG,tea
Vitamin D (D2 + D3),0.0,UG,tea
"Cryptoxanthin, beta",0.0,UG,tea
Lycopene,0.0,UG,tea
Lutein + zeaxanthin,0.0,UG,tea
"Vitamin C, total ascorbic acid",0.1,MG,tea
Thiamin,0.004,MG,tea
Riboflavin,0.024,MG,tea
Niacin,0.013,MG,tea
Vitamin B-6,0.007,MG,tea
"Folate, total",1.0,UG,tea
Vitamin B-12,0.02,UG,tea
"Choline, total",2.3,MG,tea
Vitamin K (phylloquinone),0.2,UG,tea
Folic acid,0.0,UG,tea
"Folate, food",1.0,UG,tea
"Folate, DFE",1.0,UG,tea
"Vitamin E, added",0.0,MG,tea
"Vitamin B-12, added",0.0,UG,tea
Cholesterol,4.0,MG,tea
"Fatty acids, total saturated",0.844,G,tea
SFA 4:0,0.03,G,tea
SFA 6:0,0.024,G,tea
SFA 8:0,0.015,G,tea
SFA 10:0,0.036,G,tea
SFA 12:0,0.042,G,tea
SFA 14:0,0.138,G,tea
SFA 16:0,0.385,G,tea
SFA 18:0,0.147,G,tea
MUFA 18:1,0.349,G,tea
PUFA 18:2,0.056,G,tea
PUFA 18:3,0.005,G,tea
PUFA 20:4,0.002,G,tea
PUFA 22:6 n-3 (DHA),0.0,G,tea
MUFA 16:1,0.03,G,tea
PUFA 18:4,0.0,G,tea
MUFA 20:1,0.002,G,tea
PUFA 20:5 n-3 (EPA),0.0,G,tea
MUFA 22:1,0.0,G,tea
PUFA 22:5 n-3 (DPA),0.001,G,tea
"Fatty acids, total monounsaturated",0.399,G,tea
"Fatty acids, total polyunsaturated",0.067,G,tea
Protein,0.0,G,tequila
Total lipid (fat),0.0,G,tequila
"Carbohydrate, by difference",0.0,G,tequila
Energy,231,KCAL,tequila
"Alcohol, ethyl",33.4,G,tequila
Water,66.6,G,tequila
Caffeine,0.0,MG,tequila
Theobromine,0.0,MG,tequila
"Sugars, total including NLEA",0.0,G,tequila
"Fiber, total dietary",0.0,G,tequila
"Calcium, Ca",0.0,MG,tequila
"Iron, Fe",0.04,MG,tequila
"Magnesium, Mg",0.0,MG,tequila
"Phosphorus, P",4.0,MG,tequila
"Potassium, K",2.0,MG,tequila
"Sodium, Na",1.0,MG,tequila
"Zinc, Zn",0.04,MG,tequila
"Copper, Cu",0.021,MG,tequila
"Selenium, Se",0.0,UG,tequila
Retinol,0.0,UG,tequila
"Vitamin A, RAE",0.0,UG,tequila
"Carotene, beta",0.0,UG,tequila
"Carotene, alpha",0.0,UG,tequila
Vitamin E (alpha-tocopherol),0.0,MG,tequila
Vitamin D (D2 + D3),0.0,UG,tequila
"Cryptoxanthin, beta",0.0,UG,tequila
Lycopene,0.0,UG,tequila
Lutein + zeaxanthin,0.0,UG,tequila
"Vitamin C, total ascorbic acid",0.0,MG,tequila
Thiamin,0.006,MG,tequila
Riboflavin,0.004,MG,tequila
Niacin,0.013,MG,tequila
Vitamin B-6,0.001,MG,tequila
"Folate, total",0.0,UG,tequila
Vitamin B-12,0.0,UG,tequila
"Choline, total",0.0,MG,tequila
Vitamin K (phylloquinone),0.0,UG,tequila
Folic acid,0.0,UG,tequila
"Folate, food",0.0,UG,tequila
"Folate, DFE",0.0,UG,tequila
"Vitamin E, added",0.0,MG,tequila
"Vitamin B-12, added",0.0,UG,tequila
Cholesterol,0.0,MG,tequila
"Fatty acids, total saturated",0.0,G,tequila
SFA 4:0,0.0,G,tequila
SFA 6:0,0.0,G,tequila
SFA 8:0,0.0,G,tequila
SFA 10:0,0.0,G,tequila
SFA 12:0,0.0,G,tequila
SFA 14:0,0.0,G,tequila
SFA 16:0,0.0,G,tequila
SFA 18:0,0.0,G,tequila
MUFA 18:1,0.0,G,tequila
PUFA 18:2,0.0,G,tequila
PUFA 18:3,0.0,G,tequila
PUFA 20:4,0.0,G,tequila
PUFA 22:6 n-3 (DHA),0.0,G,tequila
MUFA 16:1,0.0,G,tequila
PUFA 18:4,0.0,G,tequila
MUFA 20:1,0.0,G,tequila
PUFA 20:5 n-3 (EPA),0.0,G,tequila
MUFA 22:1,0.0,G,tequila
PUFA 22:5 n-3 (DPA),0.0,G,tequila
"Fatty acids, total monounsaturated",0.0,G,tequila
"Fatty acids, total polyunsaturated",0.0,G,tequila
Energy,101,KCAL,thyme
Protein,5.56,G,thyme
Ash,3.2,G,thyme
"Fiber, total dietary",14.0,G,thyme
"Iron, Fe",17.4,MG,thyme
"Magnesium, Mg",160,MG,thyme
"Phosphorus, P",106,MG,thyme
"Sodium, Na",9.0,MG,thyme
"Copper, Cu",0.555,MG,thyme
"Manganese, Mn",1.72,MG,thyme
"Vitamin C, total ascorbic acid",160,MG,thyme
Thiamin,0.048,MG,thyme
Riboflavin,0.471,MG,thyme
"Folate, total",45.0,UG,thyme
Vitamin B-12,0.0,UG,thyme
Tryptophan,0.114,G,thyme
Threonine,0.154,G,thyme
Cholesterol,0.0,MG,thyme
"Fatty acids, total saturated",0.467,G,thyme
SFA 8:0,0.041,G,thyme
SFA 12:0,0.039,G,thyme
SFA 14:0,0.026,G,thyme
Total lipid (fat),1.68,G,thyme
"Carbohydrate, by difference",24.4,G,thyme
Water,65.1,G,thyme
"Calcium, Ca",405,MG,thyme
"Potassium, K",609,MG,thyme
"Zinc, Zn",1.81,MG,thyme
Isoleucine,0.285,G,thyme
Leucine,0.262,G,thyme
Lysine,0.126,G,thyme
Valine,0.307,G,thyme
SFA 10:0,0.021,G,thyme
SFA 16:0,0.293,G,thyme
SFA 18:0,0.047,G,thyme
MUFA 18:1,0.081,G,thyme
PUFA 18:2,0.085,G,thyme
PUFA 18:3,0.447,G,thyme
"Fatty acids, total monounsaturated",0.081,G,thyme
"Fatty acids, total polyunsaturated",0.532,G,thyme
Niacin,1.82,MG,thyme
Pantothenic acid,0.409,MG,thyme
Vitamin B-6,0.348,MG,thyme
Folic acid,0.0,UG,thyme
"Vitamin D (D2 + D3), International Units",0.0,IU,thyme
"Vitamin A, RAE",238,UG,thyme
"Carotene, beta",2850.0,UG,thyme
"Folate, food",45.0,UG,thyme
"Vitamin A, IU",4750.0,IU,thyme
Retinol,0.0,UG,thyme
"Folate, DFE",45.0,UG,thyme
"Fatty acids, total trans",0.0,G,thyme
Vitamin D (D2 + D3),0.0,UG,thyme
Protein,17.2,G,tilapia
Total lipid (fat),13.5,G,tilapia
"Carbohydrate, by difference",11.7,G,tilapia
Energy,237,KCAL,tilapia
"Alcohol, ethyl",0.0,G,tilapia
Water,56.5,G,tilapia
Caffeine,0.0,MG,tilapia
Theobromine,0.0,MG,tilapia
"Sugars, total including NLEA",0.2,G,tilapia
"Fiber, total dietary",0.5,G,tilapia
"Calcium, Ca",22.0,MG,tilapia
"Iron, Fe",1.32,MG,tilapia
"Magnesium, Mg",25.0,MG,tilapia
"Phosphorus, P",152,MG,tilapia
"Potassium, K",254,MG,tilapia
"Sodium, Na",383,MG,tilapia
"Zinc, Zn",0.4,MG,tilapia
"Copper, Cu",0.084,MG,tilapia
"Selenium, Se",34.9,UG,tilapia
Retinol,3.0,UG,tilapia
"Vitamin A, RAE",3.0,UG,tilapia
"Carotene, beta",0.0,UG,tilapia
"Carotene, alpha",0.0,UG,tilapia
Vitamin E (alpha-tocopherol),2.22,MG,tilapia
Vitamin D (D2 + D3),2.4,UG,tilapia
"Cryptoxanthin, beta",0.0,UG,tilapia
Lycopene,0.0,UG,tilapia
Lutein + zeaxanthin,10.0,UG,tilapia
"Vitamin C, total ascorbic acid",0.0,MG,tilapia
Thiamin,0.172,MG,tilapia
